picada,placa,codigo,comum,cap,dap,cc,hc,qf,g,volume,cientifico,familia,obs,categoria,coordx,coordy
1,1,369,Marfim,103,32.79,35,13,2,0.0844,0.7683,Agonandra brasiliensis Miers ex Benth,Opiliaceae,,Rara,587190.339,8896317.659
1,2,434,Ipê amarelo,180,57.3,55,16,1,0.2578,2.8877,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,APP,587223.105,8896300.193
1,3,157,Catuaba,140,44.56,45,17,1,0.156,1.8561,"Qualea tessmannii Mildbr,",Vochysiaceae,,Corte futuro,587246.574,8896332.492
1,4,64,Açacu,150,47.75,45,10,2,0.179,1.2533,"Hura crepitans L,",Euphorbiaceae,,Corte futuro,587299.17,8896319.695
1,5,255,Garapeira,243,77.35,75,16,2,0.4699,5.2628,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,587472.118,8896320.372
1,6,434,Ipê amarelo,134,42.65,45,15,1,0.1429,1.5003,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,587481.697,8896326.484
1,7,160,Caucho,226,71.94,75,12,2,0.4064,3.4142,"Castilla ulei Warb,",Moraceae,,Explorável,587487.978,8896332.586
1,8,434,Ipê amarelo,185,58.89,55,17,2,0.2724,3.241,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Porta Semente,587485.655,8896341.109
1,9,255,Garapeira,154,49.02,45,16,2,0.1887,2.1137,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Corte futuro,587490.549,8896354.842
1,10,255,Garapeira,210,66.85,65,15,2,0.3509,3.6848,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,587543.856,8896328.457
1,11,170,Cerejeira,150,47.75,45,16,3,0.179,2.0054,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Corte futuro,587569.823,8896326.179
1,12,571,Castanharana branca,151,48.06,45,17,1,0.1814,2.1592,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Corte futuro,587599.126,8896312.382
1,13,434,Ipê amarelo,154,49.02,45,15,1,0.1887,1.9816,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,587607.771,8896308.292
1,14,610,Amarelão,131,41.7,45,14,3,0.1366,1.3383,Aspidosperma williamsii Duarte,Apocynaceae,,Corte futuro,587632.397,8896336.528
1,15,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,587647.848,8896331.514
1,16,9,Abiurana vermelha,223,70.98,75,13,3,0.3957,3.6012,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,Oco,Porta Semente,587651.552,8896332.302
1,17,264,Guariúba,100,31.83,35,12,1,0.0796,0.6685,"Clarisia racemosa Ruiz & Pav,",Moraceae,,Rara,587656.219,8896335.757
1,18,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,587683.183,8896339.065
1,19,9,Abiurana vermelha,220,70.03,75,15,1,0.3852,4.0441,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,587690.848,8896324.959
1,20,264,Guariúba,178,56.66,55,14,1,0.2521,2.4709,"Clarisia racemosa Ruiz & Pav,",Moraceae,,Rara,587680.751,8896355.393
1,21,170,Cerejeira,150,47.75,45,11,3,0.179,1.3787,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Corte futuro,587715.996,8896333.017
1,22,263,Guaribeiro,194,61.75,65,17,1,0.2995,3.564,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,587728.058,8896351.636
1,23,246,Figueira,275,87.54,85,13,1,0.6018,5.4764,"Ficus maxima Mill,",Moraceae,,Explorável,587776.775,8896345.938
1,24,61,Aroeira,273,86.9,85,18,1,0.5931,7.4728,Astronium lecointei Ducke,Anacardiaceae,,Explorável,587799.116,8896344.438
1,25,467,Pinho cuiabano,207,65.89,65,13,1,0.341,3.1029,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,587821.593,8896365.302
1,26,467,Pinho cuiabano,176,56.02,55,16,3,0.2465,2.7608,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Porta Semente,587855.77,8896338.443
1,27,536,Tauari,139,44.25,45,17,1,0.1538,1.8296,"Couratari macrosperma A, C, Sm,",Lecythidaceae,,Rara,587939.129,8896338.76
1,28,434,Ipê amarelo,200,63.66,65,18,2,0.3183,4.0107,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Porta Semente,587960.037,8896333.491
1,29,246,Figueira,188,59.84,55,14,1,0.2813,2.7563,"Ficus maxima Mill,",Moraceae,,Explorável,588005.705,8896362.492
1,30,716,Manitê,346,110.14,115,18,1,0.9527,12.0036,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588124.919,8896379.534
1,31,192,Cumaru ferro,352,112.05,115,19,1,0.986,13.1138,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,588211.213,8896336.282
1,32,394,Mulateiro,110,35.01,35,11,1,0.0963,0.7414,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,Corte futuro,588218.158,8896350.76
1,33,467,Pinho cuiabano,213,67.8,65,10,1,0.361,2.5272,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,588252.369,8896391.059
1,34,434,Ipê amarelo,134,42.65,45,16,1,0.1429,1.6004,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,588257.853,8896394.428
1,35,467,Pinho cuiabano,183,58.25,55,15,2,0.2665,2.7982,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Porta Semente,588266.492,8896399.097
1,36,571,Castanharana branca,195,62.07,65,17,1,0.3026,3.6009,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,588320.938,8896361.428
1,37,255,Garapeira,258,82.12,85,15,2,0.5297,5.5618,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588343.144,8896350.317
1,38,571,Castanharana branca,226,71.94,75,16,1,0.4064,4.5522,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,588330.489,8896333.609
1,39,716,Manitê,258,82.12,85,17,1,0.5297,6.3034,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588347.975,8896364.476
1,40,382,Mogno/Aguano,173,55.07,55,10,3,0.2382,1.6672,Swietenia macrophylla King,Meliaceae,Oco,Proibida,588376.173,8896364.936
1,41,255,Garapeira,162,51.57,55,14,2,0.2088,2.0467,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Porta Semente,588463.089,8896384.567
1,42,255,Garapeira,170,54.11,55,17,1,0.23,2.7367,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588475.107,8896392.434
1,43,571,Castanharana branca,184,58.57,55,15,2,0.2694,2.8289,"Eschweilera juruensis R, Knuth",Lecythidaceae,,APP,588556.618,8896395.553
1,44,640,Imbiridiba amarela,210,66.85,65,14,3,0.3509,3.4392,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,Oco,APP,588590.536,8896401.874
2,45,434,Ipê amarelo,110,35.01,35,15,1,0.0963,1.011,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,588767.881,8896325.515
2,46,2,Abiu,251,79.9,75,14,1,0.5013,4.9132,"Pouteria caimito (Ruiz & Pav,) Radlk,",Sapotaceae,,Rara,588666.45,8896314.308
2,47,157,Catuaba,141,44.88,45,16,3,0.1582,1.7719,"Qualea tessmannii Mildbr,",Vochysiaceae,Oco,APP,588579.178,8896337.33
2,48,61,Aroeira,188,59.84,55,18,1,0.2813,3.5439,Astronium lecointei Ducke,Anacardiaceae,,APP,588557.59,8896349.46
2,49,160,Caucho,201,63.98,65,12,1,0.3215,2.7006,"Castilla ulei Warb,",Moraceae,,APP,588542.302,8896345.743
2,50,528,Tamarina,229,72.89,75,17,1,0.4173,4.966,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,APP,588540.156,8896358.909
2,51,467,Pinho cuiabano,170,54.11,55,16,3,0.23,2.5758,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Porta Semente,588492.916,8896333.611
2,52,45,Angico,314,99.95,95,17,2,0.7846,9.3368,"Parkia nitida Miq,",Mimosaceae,,Porta Semente,588467.385,8896356.622
2,53,434,Ipê amarelo,137,43.61,45,15,1,0.1494,1.5683,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,588442.146,8896348.926
2,54,263,Guaribeiro,180,57.3,55,18,2,0.2578,3.2487,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Porta Semente,588379.274,8896314.212
2,55,255,Garapeira,144,45.84,45,17,1,0.165,1.9636,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Corte futuro,588365.713,8896318.036
2,56,157,Catuaba,181,57.61,55,18,1,0.2607,3.2849,"Qualea tessmannii Mildbr,",Vochysiaceae,,Porta Semente,588359.851,8896306.465
2,57,154,Castanharana vermelha,226,71.94,75,18,1,0.4064,5.1213,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588367.458,8896302.813
2,58,434,Ipê amarelo,160,50.93,55,19,1,0.2037,2.7095,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Explorável,588207.278,8896293.695
2,59,61,Aroeira,186,59.21,55,17,1,0.2753,3.2761,Astronium lecointei Ducke,Anacardiaceae,,Explorável,588167.355,8896299.742
2,60,263,Guaribeiro,250,79.58,75,15,1,0.4974,5.2223,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,588144.138,8896303.552
2,61,716,Manitê,328,104.41,105,16,1,0.8561,9.5886,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588134.296,8896317.645
2,62,61,Aroeira,168,53.48,55,15,2,0.2246,2.3583,Astronium lecointei Ducke,Anacardiaceae,,Porta Semente,588076.181,8896316.387
2,63,716,Manitê,286,91.04,95,16,1,0.6509,7.2902,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588047.762,8896304.028
2,64,516,Sumauma preta,232,73.85,75,14,1,0.4283,4.1975,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587996.853,8896315.431
2,65,255,Garapeira,251,79.9,75,18,2,0.5013,6.317,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,587989.371,8896321.343
2,66,536,Tauari,120,38.2,35,16,1,0.1146,1.2834,"Couratari macrosperma A, C, Sm,",Lecythidaceae,,Rara,587966.995,8896312.028
2,67,182,Copaíba,370,117.77,115,16,1,1.0894,12.2015,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,587899.09,8896319.663
2,68,192,Cumaru ferro,330,105.04,105,20,1,0.8666,12.1324,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,587895.462,8896286.167
2,69,516,Sumauma preta,254,80.85,85,14,1,0.5134,5.0313,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587884.666,8896297.222
2,70,9,Abiurana vermelha,147,46.79,45,13,1,0.172,1.5648,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Corte futuro,587888.91,8896312.069
2,71,610,Amarelão,120,38.2,35,18,1,0.1146,1.4439,Aspidosperma williamsii Duarte,Apocynaceae,,Corte futuro,587818.107,8896306.698
2,72,9,Abiurana vermelha,160,50.93,55,15,1,0.2037,2.139,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Porta Semente,587776.302,8896279.671
2,73,154,Castanharana vermelha,236,75.12,75,19,1,0.4432,5.8948,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587775.429,8896268.366
2,74,168,Cedro rosa,128,40.74,45,13,1,0.1304,1.1865,"Cedrela odorata L,",Meliaceae,,Corte futuro,587725.747,8896250.84
2,75,168,Cedro rosa,194,61.75,65,12,1,0.2995,2.5158,"Cedrela odorata L,",Meliaceae,,Explorável,587659.812,8896260.166
2,76,516,Sumauma preta,206,65.57,65,13,2,0.3377,3.073,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587619.309,8896269.996
2,77,571,Castanharana branca,150,47.75,45,20,1,0.179,2.5067,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Corte futuro,587520.834,8896276.184
2,78,571,Castanharana branca,229,72.89,75,17,1,0.4173,4.966,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587510.014,8896273.513
2,79,182,Copaíba,330,105.04,105,12,1,0.8666,7.2794,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,587494.466,8896287.87
2,80,9,Abiurana vermelha,188,59.84,55,11,1,0.2813,2.1657,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,587490.825,8896267.637
2,81,434,Ipê amarelo,130,41.38,45,16,1,0.1345,1.5062,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,587469.267,8896269.83
2,82,255,Garapeira,305,97.08,95,14,3,0.7403,7.2546,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,Oco,Porta Semente,587432.954,8896249.055
2,83,155,Castanheira,,,#VALUE!,,,,,"Bertholletia excelsa Kunth,",Lecythidaceae,,Proibida,587374.416,8896255.081
2,84,154,Castanharana vermelha,188,59.84,55,12,1,0.2813,2.3626,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587366.852,8896249.993
2,85,536,Tauari,191,60.8,65,19,1,0.2903,3.8611,"Couratari macrosperma A, C, Sm,",Lecythidaceae,,Rara,587365.303,8896278.292
2,86,192,Cumaru ferro,352,112.05,115,19,1,0.986,13.1138,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,587167.338,8896243.578
2,87,160,Caucho,192,61.12,65,15,1,0.2934,3.0802,"Castilla ulei Warb,",Moraceae,,APP,587178.38,8896239.093
2,88,571,Castanharana branca,261,83.08,85,18,1,0.5421,6.8303,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587163.34,8896219.907
2,89,160,Caucho,128,40.74,45,13,1,0.1304,1.1865,"Castilla ulei Warb,",Moraceae,,Corte futuro,587020.29,8896246.462
3,90,170,Cerejeira,132,42.02,45,16,3,0.1387,1.5529,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Corte futuro,587078.515,8896186.838
3,91,160,Caucho,180,57.3,55,19,3,0.2578,3.4292,"Castilla ulei Warb,",Moraceae,,Porta Semente,587084.956,8896183.292
3,92,434,Ipê amarelo,248,78.94,75,9,2,0.4894,3.0834,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Porta Semente,587091.603,8896181.228
3,93,434,Ipê amarelo,173,55.07,55,19,1,0.2382,3.1676,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Explorável,587130.64,8896180.985
3,94,716,Manitê,248,78.94,75,15,1,0.4894,5.139,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,587164.597,8896181.126
3,95,246,Figueira,251,79.9,75,14,1,0.5013,4.9132,"Ficus maxima Mill,",Moraceae,,APP,587273.292,8896199.188
3,96,45,Angico,242,77.03,75,15,1,0.466,4.8934,"Parkia nitida Miq,",Mimosaceae,,Explorável,587295.609,8896226.095
3,97,182,Copaíba,433,137.83,135,16,1,1.492,16.7103,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,587325.083,8896214.828
3,98,182,Copaíba,171,54.43,55,15,1,0.2327,2.4433,Copaifera multijuga Hayne,Caesalpiniaceae,,APP,587320.265,8896194.005
3,99,610,Amarelão,131,41.7,45,12,3,0.1366,1.1471,Aspidosperma williamsii Duarte,Apocynaceae,,APP,587316.079,8896195.47
3,100,9,Abiurana vermelha,190,60.48,65,14,2,0.2873,2.8153,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Porta Semente,587472.314,8896222.777
3,101,54,Aquariquara,160,50.93,55,15,1,0.2037,2.139,"Minquartia guianensis Aubl,",Olacaceae,,Rara,587470.6,8896224.598
3,102,516,Sumauma preta,310,98.68,95,12,1,0.7647,6.4238,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587483.689,8896230.59
3,103,716,Manitê,245,77.99,75,14,2,0.4777,4.6811,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Porta Semente,587537.92,8896233.333
3,104,160,Caucho,210,66.85,65,13,1,0.3509,3.1935,"Castilla ulei Warb,",Moraceae,,Explorável,587647.185,8896247.258
3,105,45,Angico,153,48.7,45,12,2,0.1863,1.5648,"Parkia nitida Miq,",Mimosaceae,,Corte futuro,587734.482,8896223.385
3,106,155,Castanheira,,,#VALUE!,,,,,"Bertholletia excelsa Kunth,",Lecythidaceae,,Proibida,587802.367,8896237.716
3,107,155,Castanheira,,,#VALUE!,,,,,"Bertholletia excelsa Kunth,",Lecythidaceae,,Proibida,587840.44,8896237.883
3,108,154,Castanharana vermelha,120,38.2,35,13,1,0.1146,1.0428,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Corte futuro,587851.949,8896236.66
3,109,160,Caucho,148,47.11,45,10,1,0.1743,1.2201,"Castilla ulei Warb,",Moraceae,,Corte futuro,587852.925,8896237.538
3,110,307,Jequitibá,254,80.85,85,15,1,0.5134,5.3907,Cariniana micrantha Ducke,Lecythidaceae,,Explorável,587856.706,8896239.54
3,111,264,Guariúba,98,31.19,35,14,1,0.0764,0.749,"Clarisia racemosa Ruiz & Pav,",Moraceae,,Rara,587857.442,8896239.77
3,112,168,Cedro rosa,198,63.03,65,12,1,0.312,2.6206,"Cedrela odorata L,",Meliaceae,,Explorável,587869.618,8896241.13
3,113,154,Castanharana vermelha,176,56.02,55,19,1,0.2465,3.2784,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587905.41,8896236.039
3,114,640,Imbiridiba amarela,183,58.25,55,13,1,0.2665,2.4251,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,587907.154,8896227.832
3,115,255,Garapeira,200,63.66,65,17,1,0.3183,3.7879,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,587982.331,8896244.935
3,116,536,Tauari,128,40.74,45,19,1,0.1304,1.7341,"Couratari macrosperma A, C, Sm,",Lecythidaceae,,Rara,587992.625,8896250.193
3,117,160,Caucho,251,79.9,75,12,1,0.5013,4.2113,"Castilla ulei Warb,",Moraceae,,Explorável,588008.379,8896256.874
3,118,255,Garapeira,261,83.08,85,16,2,0.5421,6.0714,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588036.024,8896263.952
3,119,160,Caucho,207,65.89,65,13,1,0.341,3.1029,"Castilla ulei Warb,",Moraceae,,Explorável,588092.374,8896257.791
3,120,516,Sumauma preta,314,99.95,95,14,1,0.7846,7.6891,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588115.827,8896263.999
3,121,571,Castanharana branca,130,41.38,45,17,1,0.1345,1.6004,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Corte futuro,588147.045,8896271.116
3,122,192,Cumaru ferro,286,91.04,95,18,1,0.6509,8.2015,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,588192.073,8896271.182
3,123,785,Xixá vermelho,195,62.07,65,15,1,0.3026,3.1772,"Sterculia apetala Karst,",Malvaceae,,Rara,588179.423,8896275.3
3,124,154,Castanharana vermelha,226,71.94,75,16,1,0.4064,4.5522,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588221.358,8896265.448
3,125,571,Castanharana branca,130,41.38,45,17,1,0.1345,1.6004,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Corte futuro,588221.805,8896271.36
3,126,9,Abiurana vermelha,195,62.07,65,15,1,0.3026,3.1772,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,588252.733,8896265.232
3,127,9,Abiurana vermelha,204,64.94,65,18,1,0.3312,4.1727,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,588267.362,8896258.644
3,128,246,Figueira,188,59.84,55,13,2,0.2813,2.5595,"Ficus maxima Mill,",Moraceae,,Porta Semente,588488.178,8896300.665
3,129,168,Cedro rosa,123,39.15,35,13,1,0.1204,1.0956,"Cedrela odorata L,",Meliaceae,,Corte futuro,588519.768,8896290.717
3,130,516,Sumauma preta,200,63.66,65,10,1,0.3183,2.2282,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,588605.807,8896323.724
4,131,307,Jequitibá,282,89.76,85,18,3,0.6328,7.9737,Cariniana micrantha Ducke,Lecythidaceae,Oco,Porta Semente,588646.034,8896253.604
4,132,516,Sumauma preta,286,91.04,95,14,3,0.6509,6.3789,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Porta Semente,588640.329,8896253.813
4,133,467,Pinho cuiabano,248,78.94,75,12,1,0.4894,4.1112,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Porta Semente,588624.012,8896254.159
4,134,640,Imbiridiba amarela,160,50.93,55,11,3,0.2037,1.5686,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,APP,588549.798,8896244.015
4,135,263,Guaribeiro,220,70.03,75,17,1,0.3852,4.5833,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,APP,588532.389,8896244.512
4,137,640,Imbiridiba amarela,115,36.61,35,13,1,0.1052,0.9577,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Corte futuro,588446.403,8896248.448
4,138,160,Caucho,167,53.16,55,11,1,0.2219,1.7089,"Castilla ulei Warb,",Moraceae,,Explorável,588410.721,8896241.899
4,139,577,Marfim roxo,239,76.08,75,14,2,0.4546,4.4546,"Aspidosperma desmanthum Benth, ex M³ll, Arg,",Apocynaceae,,Explorável,588322.104,8896233.245
4,140,434,Ipê amarelo,193,61.43,65,20,1,0.2964,4.1499,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Explorável,588296.852,8896238.942
4,141,516,Sumauma preta,324,103.13,105,12,3,0.8354,7.0171,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,Oco,Porta Semente,588289.559,8896228.338
4,143,362,Maparajuba,239,76.08,75,8,2,0.4546,2.5455,"Manilkara paraensis (Huber) Standl,",Sapotaceae,,Rara,588169.585,8896215.739
4,144,170,Cerejeira,250,79.58,75,12,2,0.4974,4.1778,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,588043.59,8896231.866
4,145,716,Manitê,223,70.98,75,16,1,0.3957,4.4322,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,587901.602,8896204.035
4,146,263,Guaribeiro,236,75.12,75,16,1,0.4432,4.964,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,587879.356,8896195.266
4,147,160,Caucho,118,37.56,35,12,1,0.1108,0.9308,"Castilla ulei Warb,",Moraceae,,Corte futuro,587856.569,8896198.287
4,148,160,Caucho,223,70.98,75,13,1,0.3957,3.6012,"Castilla ulei Warb,",Moraceae,,Explorável,587859.757,8896194.572
4,149,528,Tamarina,138,43.93,45,11,1,0.1515,1.1669,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Corte futuro,587818.27,8896188.417
4,150,9,Abiurana vermelha,178,56.66,55,14,1,0.2521,2.4709,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,587811.045,8896187.062
4,152,264,Guariúba,116,36.92,35,14,1,0.1071,1.0494,"Clarisia racemosa Ruiz & Pav,",Moraceae,,Rara,587804.846,8896187.958
4,154,246,Figueira,302,96.13,95,18,1,0.7258,9.1448,"Ficus maxima Mill,",Moraceae,,Explorável,587752.067,8896185.769
4,155,160,Caucho,181,57.61,55,14,1,0.2607,2.5549,"Castilla ulei Warb,",Moraceae,,Explorável,587688.371,8896201.086
4,156,154,Castanharana vermelha,194,61.75,65,18,1,0.2995,3.7737,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587638.015,8896194.09
4,157,577,Marfim roxo,251,79.9,75,14,2,0.5013,4.9132,"Aspidosperma desmanthum Benth, ex M³ll, Arg,",Apocynaceae,,Explorável,587622.843,8896192.718
4,158,45,Angico,232,73.85,75,15,1,0.4283,4.4973,"Parkia nitida Miq,",Mimosaceae,,Explorável,587608.815,8896181.528
4,159,467,Pinho cuiabano,190,60.48,65,13,1,0.2873,2.6142,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,587570.528,8896184.392
4,160,160,Caucho,163,51.88,55,13,1,0.2114,1.924,"Castilla ulei Warb,",Moraceae,,Explorável,587503.268,8896192.655
4,161,434,Ipê amarelo,137,43.61,45,15,2,0.1494,1.5683,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,587500.664,8896183.523
4,162,160,Caucho,210,66.85,65,10,1,0.3509,2.4566,"Castilla ulei Warb,",Moraceae,,Explorável,587430.231,8896175.166
4,163,154,Castanharana vermelha,214,68.12,65,17,1,0.3644,4.3368,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587400.671,8896181.465
4,164,434,Ipê amarelo,126,40.11,45,15,2,0.1263,1.3265,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,APP,587335.081,8896154.69
4,167,516,Sumauma preta,261,83.08,85,13,1,0.5421,4.933,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587148.98,8896132.098
4,168,160,Caucho,245,77.99,75,11,1,0.4777,3.678,"Castilla ulei Warb,",Moraceae,,Explorável,587077.814,8896159.063
4,169,516,Sumauma preta,193,61.43,65,11,1,0.2964,2.2824,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587059.532,8896148.078
4,170,168,Cedro rosa,183,58.25,55,12,1,0.2665,2.2386,"Cedrela odorata L,",Meliaceae,,Explorável,587065.252,8896138.666
4,171,255,Garapeira,254,80.85,85,17,2,0.5134,6.1095,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,587058.164,8896160.056
5,172,170,Cerejeira,193,61.43,65,16,1,0.2964,3.3199,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,587061.217,8896088.331
5,173,160,Caucho,198,63.03,65,8,1,0.312,1.7471,"Castilla ulei Warb,",Moraceae,,Explorável,587072.538,8896096.868
5,214,434,Ipê amarelo,124,39.47,35,16,1,0.1224,1.3704,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,588799.88,8896227.61
6,245,434,Ipê amarelo,169,53.79,55,19,1,0.2273,3.0228,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Explorável,587143.669,8896044.035
